distrito,year_date_of_spill_edit,mes_date_of_spill_edit,dia_date_of_spill_edit,release_prod_wtr,operator_rp,tipo_operacion_rrc,probable_cause,probable_cause_edit,spill_sustancias,release_crude_oil,release_cond,release_gas,recovery_crude_oil,recovery_cond,recovery_prod_wtr,affected_area,grado_sensibilidad_area,sensibilidad_area,cleanup_method,metodos_aplicados
17/8/2017,17.0,18/8/2017,18/8/2017,0,BUSH VIPER UNIT NW 1-56,,18,756,96001,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
18/8/2017,18.0,21/8/2017,21/8/2017,1890,THURMAN 143-13,,MECHANICAL FAILURE,5,96205,210,0.0,0,210,0,1890,1,,NO,,
,,,,,,,,,,,,,,,,,,,,
21/8/2017,21.0,22/8/2017,22/8/2017,0,WESTBROOK SOUTHEAST UNIT,,10,420,96455,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
22/8/2017,22.0,23/8/2017,23/8/2017,0,DIMMIT 28,,5,210,96518,0,,,0,,H-8,,,NO,,
21/8/2017,21.0,23/8/2017,23/8/2017,5040,STATE CALDWELL 57-T2-35X26 SA,,WEATHER,0,96588,0,34.0,0,0,30,4200,1,,NO,,
21/8/2017,21.0,23/8/2017,23/8/2017,8400,STATE RED SHINER,,MECHANICAL FAILURE,SKIM,96635,,0.0,0,0,0,7560,1,,NO,,
,,,,,,,,,,,,,,,,,,,,
27/8/2017,27.0,28/8/2017,28/8/2017,0,CENTRAL MALLET UNIT,,0,0,97139,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
28/8/2017,28.0,29/8/2017,29/8/2017,0,RAINBOW STATE 33-70,,60,2520,97234,0,,,0,,H-8,,,NO,,
28/8/2017,28.0,29/8/2017,29/8/2017,3780,DRIVER,,CORROSION,15,97214,630,0.0,0,420,0,3360,1,,NO,,
,,,,,,,,,,,,,,,,,,,,
29/8/2017,29.0,30/8/2017,30/8/2017,0,RED BLUFF 7,,0,0,97465,0,,,0,,OTHER RPT,,,NO,,
23/8/2017,23.0,24/8/2017,24/8/2017,2730,FULLERTON CLEARFORK UNIT,,CORROSION,0,96765,0,0.0,0,0,0,2100,1,,NO,,
30/8/2017,30.0,31/8/2017,31/8/2017,1344,COVINGTON 46,,MECHANICAL FAILURE,328,97578,13776,0.0,0,13776,0,1344,1,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
17/9/2017,17.0,18/9/2017,18/9/2017,0,GOLDSMITH SAN ANDRES UNIT,,0,0,99816,0,,,0,,OTHER RPT,,,NO,,
16/9/2017,16.0,18/9/2017,18/9/2017,12600,CAMPBELL,,WEATHER,0,99858,0,0.0,0,0,0,12600,1,,NO,,
,,,,,,,,,,,,,,,,,,,,
21/9/2017,21.0,22/9/2017,22/9/2017,0,LINDSAY 10,,0,0,100813,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
25/9/2017,25.0,25/9/2017,25/9/2017,0,ROBERTSON/CLEARFORK/UNIT,,0,0,101187,0,,,0,,OTHER RPT,,,NO,,
26/9/2017,26.0,27/9/2017,27/9/2017,13944,MIDLAND FARMS DEEP UNIT,,CORROSION,0,101517,0,0.0,0,0,0,0,1,,NO,,
23/9/2017,23.0,26/9/2017,26/9/2017,58044,STATE C-19-20-1D,,WEATHER,132,101518,5544,0.0,0,0,0,0,1,,NO,,
27/9/2017,27.0,27/9/2017,27/9/2017,4200,CAMPBELL,,MECHANICAL FAILURE,0,101512,0,0.0,0,0,0,4200,1,,NO,,
26/9/2017,26.0,26/9/2017,26/9/2017,15750,CHEVRON MINERALS 29,,MECHANICAL FAILURE,46.5,101541,1953,0.0,0,1953,0,15750,1,,NO,,
8/9/2017,8.0,8/9/2017,8/9/2017,0,GOLDSMITH SAN ANDRES UNIT,,0,0,98552,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
29/9/2017,29.0,29/9/2017,29/9/2017,0,WASSON ODC UNIT,,3,126,101855,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
29/9/2017,29.0,29/9/2017,29/9/2017,0,ROW,,0,0,101889,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
4/10/2017,4.0,4/10/2017,4/10/2017,0,BROWN UNIT,,35,1470,102473,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
7/10/2017,7.0,9/10/2017,9/10/2017,0,SALT CREEK FIELD UNIT,,15,630,102941,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
9/10/2017,9.0,10/10/2017,10/10/2017,240,DEVON ENERGY PRODUCTION CO,,THIRD PARTY,THIRD PARTY,103166,0,0.0,0,0,0,240,1,1,,,
10/10/2017,10.0,10/10/2007,10/10/2007,0,BRAHANEY UNIT,,85,3570,103172,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
12/10/2017,12.0,13/10/2017,13/10/2017,1365,PERRY STATE 264,,MECHANICAL FAILURE,164.40000000000001,103746,6904.8,0.0,0,1050,0,1050,1,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
19/10/2017,19.0,20/10/2017,20/10/2017,19950,GLO 71,,HUMAN ERROR,0,104643,0,0.0,0,0,0,19740,1,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
29/10/2017,29.0,31/10/2017,31/10/2017,480,DEVON ENERGY PRODUCTION CO,,MECHANICAL FAILURE,MECHANICAL FAILURE,106245,0,0.0,0,0,0,480,1,1,,,
,,,,,,,,,,,,,,,,,,,,
31/10/2017,31.0,1/11/2017,1/11/2017,0,JOHNSON GBSA UNIT,,17,714,106495,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
30/10/2017,30.0,3/11/2017,3/11/2017,800,PDC PERMIAN,,MECHANICAL FAILURE,MECHANICAL FAILURE,106762,0,0.0,0,0,0,800,1,1,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
6/11/2017,6.0,6/11/2017,6/11/2017,0,CONOCO-DEAN UNIT,,0,0,107171,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
1/11/2017,1.0,2/11/2017,2/11/2017,0,PRENTICE NORTHEAST UNIT,,1,42,106688,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
13/11/2017,13.0,14/11/2017,14/11/2017,0,CBR 28,,0,0,108199,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
11/11/2017,11.0,14/11/2017,14/11/2017,0,MONTY 48,,49,2058,108286,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
25/11/2017,25.0,25/11/2017,25/11/2017,5460,COURTHOUSE 57-27,,MECHANICAL FAILURE,0,109407,0,0.0,0,0,0,5460,1,,NO,,
,,,,,,,,,,,,,,,,,,,,
28/11/2017,28.0,29/11/2017,29/11/2017,0,CBR 18,,10,420,110106,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
30/11/2017,30.0,30/11/2017,30/11/2017,0,DENVER UNIT,,0,0,110372,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
1/12/2017,1.0,5/12/2017,5/12/2017,0,SLAUGHTER BAUER 242,,5.2999999999999998,222.6,110745,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
10/12/2017,10.0,11/12/2017,11/12/2017,3024,COG OPERATING LLC,,MECHANICAL FAILURE,50,111919,2100,0.0,0,1260,0,1764,1,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
20/12/2017,20.0,21/12/2017,21/12/2017,0,COGDELL CANYON REEF UNIT,,0,0,113512,0,,,0,,OTHER RPT,,,NO,,
20/12/2017,20.0,22/12/2017,22/12/2017,0,BOWEN WATER TRANSFER PIPELINE ROW,,0,0,113691,0,,,0,,OTHER RPT,,,NO,,
7/12/2017,7.0,7/12/2017,7/12/2017,0,YELLOWHOUSE UNIT,,25,1050,111455,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
28/1/2020,28.0,29/1/2020,29/1/2020,0,FLANAGAN UNIT,,18,756,211359,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2/1/2018,2.0,2/1/2018,2/1/2018,0,YATES FIELD UNIT,,49.9,2095.8,114084,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
1/1/2018,1.0,3/1/2018,3/1/2018,0,PYOTE GAS UNIT NO. 13,,11,462,114314,0,,,,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
2/1/2018,2.0,3/1/2018,3/1/2018,0,GREER-MCGINLEY,,5,210,114384,0,,,0,,H-8,,,NO,,
1/1/2018,1.0,3/1/2018,3/1/2018,12936,HALCON OPERATING CO.,,HUMAN ERROR,0,114501,0,0.0,0,0,0,0,1,,NO,,
,,,,,,,,,,,,,,,,,,,,
3/1/2018,3.0,4/1/2018,4/1/2018,0,CUTLASS,,60,2520,114658,0,,,0,,H-8,,,NO,,
1/1/2018,1.0,4/1/2018,4/1/2018,0,CUB CREEK,,0,0,114678,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
6/1/2018,6.0,8/1/2018,8/1/2018,0,JOHNSON GBSA UNIT,,3.7,155.4,114986,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
7/1/2018,7.0,8/1/2018,8/1/2018,0,MOSS GRAYBURG-SAN ANDRES UNIT,,68,2856,115103,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
13/1/2018,13.0,13/1/2018,13/1/2018,0,GWENDOLYN,,10,420,115887,0,,,0,,OTHER RPT,,,NO,,
16/1/2018,16.0,16/1/2018,16/1/2018,0,EAST HARPER UNIT,,50,2100,115892,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
16/1/2018,16.0,15/1/2018,15/1/2018,0,CUMMINS-J,,7,294,115982,0,,,0,,H-8,,,NO,,
17/1/2018,17.0,16/1/2018,16/1/2018,0,BALLENGER,,10,420,116124,0,,,0,,H-8,,,NO,,
16/1/2018,16.0,17/1/2018,17/1/2018,0,APC FEE 1-40,,0,0,116187,0,,,0,,OTHER RPT,,,NO,,
15/1/2018,15.0,19/1/2018,19/1/2018,0,WESTBROOK SOUTHEAST UNIT,,5,210,116546,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
3/1/2018,3.0,22/1/2018,22/1/2018,0,MINNOW BUCKET SWD,,0,0,116879,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
24/1/2018,24.0,24/1/2018,24/1/2018,0,MEANS/SAN ANDRES/UNIT,,0,0,117232,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
31/1/2018,31.0,1/2/2018,1/2/2018,0,CBR 6A,,5,210,118140,0,,,0,,OTHER RPT,,,NO,,
31/1/2018,31.0,1/2/2018,1/2/2018,0,UNIVSHANNON,,0,0,118255,0,,,0,,H-8,,,NO,,
27/1/2018,27.0,1/2/2018,1/2/2018,10,CENTENNIAL RESOURCE PRODUCTION/DEVELOPMENT,,THIRD PARTY,THIRD PARTY,118138,140,0.0,0,120,0,0,1,1,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
3/1/2019,3.0,4/1/2019,4/1/2019,0,BANAY,,0,0,161046,0,,,0,,OTHER RPT,,,NO,,
5/1/2019,5.0,7/1/2019,7/1/2019,0,RATLIFF B,,18,756,161221,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
8/1/2019,8.0,9/1/2019,9/1/2019,0,UNBRIDLED 36 FEE,,0,0,161559,0,,,0,,OTHER RPT,,,NO,,
9/1/2019,9.0,9/1/2019,9/1/2019,0,DANIEL SN 7-6 UNIT,,27,1134,161601,0,,,0,,OTHER RPT,,,NO,,
9/1/2019,9.0,9/1/2019,9/1/2019,0,MABEE BREEDLOVE,,10.5,441,161663,0,,,0,,OTHER RPT,,,NO,,
9/1/2019,9.0,9/1/2019,9/1/2019,0,MABEE BREEDLOVE,,11,462,161664,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
10/1/2019,10.0,10/1/2019,10/1/2019,0,TXL SOUTH UNIT,,15,630,161811,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
11/1/2019,11.0,12/1/2019,12/1/2019,0,NEWTON 10 SWD,,0,0,162086,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
15/1/2019,15.0,15/1/2019,15/1/2019,0,CHALK,,300,12600,162367,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
22/1/2019,22.0,23/1/2019,23/1/2019,0,ALCATRAZ STATE 34-141 UNIT,,0,0,163432,0,,,0,,OTHER RPT,,,NO,,
22/1/2019,22.0,23/1/2019,23/1/2019,0,KEYSTONE HOLT UNIT,,0,0,163452,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
24/1/2019,24.0,23/1/2019,23/1/2019,0,DOUGLAS 36,,0.5,21,163528,0,,,0,,OTHER RPT,,,NO,,
24/1/2019,24.0,25/1/2019,25/1/2019,0,UNIVERSITY 31-18,,24,1008,163700,0,,,0,,OTHER RPT,,,NO,,
24/1/2019,24.0,25/1/2019,25/1/2019,0,RAMSEY GE 10,,0,0,163727,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2/2/2018,2.0,2/2/2018,2/2/2018,0,JOHNSON 53-2-34 LOV,,8,336,118364,0,,,0,,H-8,,,NO,,
1/2/2018,1.0,5/2/2018,5/2/2018,0,RAINBOW STATE 33-70,,0,0,118595,0,,,0,,H-8,,,NO,,
5/2/2018,5.0,6/2/2018,6/2/2018,0,JOHNSON DEEP UNIT,,13,546,118773,0,,,0,,H-8,,,NO,,
6/2/2018,6.0,7/2/2018,7/2/2018,0,HAMILTON,,20,840,118894,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
12/2/2018,12.0,13/2/2018,13/2/2018,0,MEANS /SAN ANDRES/ UNIT,,,,119588,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
20/2/2018,20.0,21/2/2018,21/2/2018,47124,SURE SHOT,,MECHANICAL FAILURE,0,120554,0,0.0,0,0,0,40320,1,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
27/2/2018,27.0,28/2/2018,28/2/2018,0,NORMAN C,,115,4830,121400,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
3/2/2019,3.0,4/2/2019,4/2/2019,0,AZALEA GRAYBURG UNIT,,16,672,164910,0,,,0,,OTHER RPT,,,NO,,
5/2/2019,5.0,6/2/2019,6/2/2019,0,DAVIDSON,,22,924,165296,0,,,0,,H-8,,,NO,,
5/2/2019,5.0,6/2/2019,6/2/2019,0,NOBLES,,10,420,165386,0,,,0,,OTHER RPT,,,NO,,
7/2/2019,7.0,26/12/2018,26/12/2018,0,WGS 30,,5.2999999999999998,222.6,165452,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
10/2/2019,10.0,11/2/2019,11/2/2019,0,AZALEA GRAYBURG UNIT,,15,630,165776,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
12/2/2019,12.0,12/2/2019,12/2/2019,0,SEARLS 34-115,,40,1680,165974,0,,,0,,OTHER RPT,,,NO,,
12/2/2019,12.0,12/2/2019,12/2/2019,0,TXL SOUTH UNIT,,20,840,166029,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
4/2/2019,4.0,5/2/2019,5/2/2019,0,GARRETT,,5,210,165166,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
15/2/2019,15.0,15/2/2019,15/2/2019,0,KINGSTON 54-2-17 UNIT,,0,0,166465,0,,,0,,OTHER RPT,,,NO,,
18/2/2019,18.0,19/2/2019,19/2/2019,0,WEST ST NW B,,15,630,166670,0,,,0,,H-8,,,NO,,
16/2/2019,16.0,19/2/2019,19/2/2019,0,UNIVERSITY 20-B,,86,3612,166702,0,,,0,,H-8,,,NO,,
18/2/2019,18.0,19/2/2019,19/2/2019,336,STATE PLACER 57-T2-44,,UNKNOWN,0,166665,0,7.0,0,0,7,336,1,,NO,,
16/2/2019,16.0,19/2/2019,19/2/2019,0,DAVIS '33-20',,2,84,166635,0,,,0,,OTHER RPT,,,NO,,
20/2/2019,20.0,20/2/2019,20/2/2019,0,SOUTH FOSTER UNIT,,3,126,167031,0,,,0,,OTHER RPT,,,NO,,
20/2/2019,20.0,21/2/2019,21/2/2019,0,BEALL 28,,16,672,167178,0,,,0,,OTHER RPT,,,NO,,
18/2/2019,18.0,21/2/2019,21/2/2019,0,ATAPCO DEVONIAN UNIT,,5,210,167204,0,,,0,,OTHER RPT,,,NO,,
8/2/2019,8.0,8/2/2019,8/2/2019,100,FINLEY RESOURCES,,OPERATOR-HUMAN ERROR,HUMAN ERROR,165618,5,0.0,0,4.9000000000000004,0,0,1,1,,,
,,,,,,,,,,,,,,,,,,,,
21/2/2019,21.0,22/2/2019,22/2/2019,0,MORLEY,,7,294,167271,0,,,0,,OTHER RPT,,,NO,,
22/2/2019,22.0,25/2/2019,25/2/2019,0,UNIVSHANNON,,16,672,167423,0,,,0,,OTHER RPT,,,NO,,
22/2/2019,22.0,25/2/2019,25/2/2019,0,UNIVSHANNON,,30,1260,167426,0,,,0,,OTHER RPT,,,NO,,
22/2/2019,22.0,25/2/2019,25/2/2019,0,UNIVJENNY,,16,672,167429,0,,,0,,OTHER RPT,,,NO,,
23/2/2019,23.0,26/2/2019,26/2/2019,0,,,25,1050,167829,0,,,0,,OTHER RPT,,,NO,,
20/2/2019,20.0,20/2/2019,20/2/2019,0,SOUTH FOSTER UNIT,,11,462,166998,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
1/3/2018,1.0,2/3/2018,2/3/2018,0,CORBETS 34-149,,0,0,121671,0,,,0,,OTHER RPT,,,NO,,
1/3/2018,1.0,2/3/2018,2/3/2018,38640,COVINGTON 46,,INJECTION/DISPOSAL,0,121703,0,0.0,0,0,0,38640,1,,NO,,
2/3/2018,2.0,2/3/2018,2/3/2018,0,PINE RIDGE 34-176,,0,0,121741,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
12/3/2018,12.0,15/3/2018,15/3/2018,0,JOHNSON 44-02S-B53 WF,,12,504,123317,0,,,0,,H-8,,,NO,,
16/3/2018,16.0,16/3/2018,16/3/2018,0,MEANS/SAN ANDRES/UNIT,,0,0,123511,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
22/3/2018,22.0,22/3/2018,22/3/2018,0,W ST NW 36 UNIT,,10,420,124282,0,,,0,,H-8,,,NO,,
22/3/2018,22.0,22/3/2018,22/3/2018,0,FULLERTON CLEARFORK UNIT,,8.9,373.8,124389,0,,,0,,OTHER RPT,,,NO,,
23/3/2018,23.0,23/3/2018,23/3/2018,0,JOSE-KATIE WEST,,0,0,124486,0,,,0,,H-8,,,NO,,
23/3/2018,23.0,23/3/2018,23/3/2018,0,UL 21 PAHASKA,,0,0,124514,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
26/3/2018,26.0,27/3/2018,27/3/2018,0,NORTH WESTBROOK UNIT,,48,2016,124857,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
2/3/2018,2.0,5/3/2018,5/3/2018,0,UNIV. BLK. 9 SWD SYSTEM,,0,0,121814,0,,,,,OTHER RPT,,,NO,,
27/3/2018,27.0,29/3/2018,29/3/2018,0,STIMSON-BURLEY -A-,,80,3360,125226,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
21/3/2018,21.0,21/3/2018,21/3/2018,0,KERR 83-TTT-B33 WF SA 201H,,5,210,124320,0,,,0,,H-8,,,NO,,
2/4/2018,2.0,2/4/2018,2/4/2018,0,ELONA BROWN 35 ALLOCATION 2604,,0,0,125642,0,,,0,,OTHER RPT,,,NO,,
2/4/2018,2.0,3/4/2018,3/4/2018,0,GOLDSMITH-LANDRETH/SAN ANDRES/UT,,0,0,125749,0,,,0,,OTHER RPT,,,NO,,
4/4/2018,4.0,5/4/2018,5/4/2018,0,SOUTH CURTIS RANCH,,28,1176,126098,0,,,0,,OTHER RPT,,,NO,,
9/4/2018,9.0,10/4/2018,10/4/2018,0,DILLARD,,10,420,126855,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
10/4/2018,10.0,11/4/2018,11/4/2018,0,PECOS STATE 46,,10,420,126913,0,,,0,,OTHER RPT,,,NO,,
9/4/2018,9.0,12/4/2018,12/4/2018,0,BROWN UNIT,,0,0,127070,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
26/4/2018,26.0,26/4/2018,26/4/2018,0,HOLIFIELD,,0,0,129181,0,,,0,,H-8,,,NO,,
9/4/2018,9.0,10/4/2018,10/4/2018,0,PREWITT,,0,0,126726,0,,,0,,H-8,,,NO,,
1/4/2019,1.0,2/4/2019,2/4/2019,0,CBR 22,,10,420,172551,0,,,950,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
5/4/2019,5.0,5/4/2019,5/4/2019,0,WORSHAM -42-,,11,462,173102,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
12/4/2019,12.0,12/4/2019,12/4/2019,0,DIAMONDBACK-COUNTY LINE SWD,,20,840,174106,0,,,0,,OTHER RPT,,,NO,,
14/4/2019,14.0,15/4/2019,15/4/2019,0,SPRABERRY DRIVER UNIT,,18,756,174321,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
19/4/2019,19.0,19/4/2019,19/4/2019,0,BROWN & ALTMAN B,,8.2,344.4,175074,0,,,0,,OTHER RPT,,,NO,,
22/4/2019,22.0,22/4/2019,22/4/2019,0,GWENDOLYN,,13,546,175171,0,,,0,,OTHER RPT,,,NO,,
20/4/2019,20.0,22/4/2019,22/4/2019,0,HMW,,60,2520,175228,0,,,0,,OTHER RPT,,,NO,,
20/4/2019,20.0,23/4/2019,23/4/2019,0,MADDEN,,5,210,175379,0,,,0,,OTHER RPT,,,NO,,
23/4/2019,23.0,24/4/2019,24/4/2019,0,,,24,1008,175545,0,,,0,,OTHER RPT,,,NO,,
25/4/2019,25.0,26/4/2019,26/4/2019,0,COLT 34-103,,10,420,175793,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
27/4/2019,27.0,30/4/2019,30/4/2019,9240,P5-#020528,,MECHANICAL FAILURE,0,176165,0,0.0,0,0,0,9240,1,,NO,,
29/4/2019,29.0,30/4/2019,30/4/2019,0,PRESTON SPRABERRY UNIT,,37,1554,176304/176234,0,,,0,,OTHER RPT,,,NO,,
30/4/2019,30.0,30/4/2019,30/4/2019,0,RATLIFF A,,0,0,176250,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
3/5/2018,3.0,3/5/2018,3/5/2018,0,BOMBARDIER A UNIT,,10,420,130062,0,,,0,,H-8,,,NO,,
3/5/2018,3.0,2/5/2018,2/5/2018,0,FULLERTON CLEARFORK UNIT,,0,0,130056,0,,,0,,H-8,,,NO,,
4/5/2018,4.0,7/5/2018,7/5/2018,0,SAN JACINTO NS 36-37 02,,10,420,130309,0,,,0,,OTHER RPT,,,NO,,
5/5/2018,5.0,8/5/2018,8/5/2018,0,REED TRUST 55-1-46,,0,0,130539,0,,,0,,OTHER RPT,,,NO,,
9/5/2018,9.0,10/5/2018,10/5/2018,0,PARKS FIELD UNIT 2,,2,84,130853,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
15/5/2018,15.0,15/5/2018,15/5/2018,0,FULLERTON CLEARFORK UNIT,,0,0,131594,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
18/5/2018,18.0,18/5/2018,18/5/2018,0,UNIVSHANNON,,7,294,131976,0,,,0,,H-8,,,NO,,
16/5/2018,16.0,16/5/2018,16/5/2018,0,UTL 2635-17,,0,0,131722,0,,,0,,OTHER RPT,,,NO,,
19/5/2018,19.0,21/5/2018,21/5/2018,0,GSL SWD 20,,0,0,132231,0,,,0,,OTHER RPT,,,NO,,
21/5/2018,21.0,20/5/2018,20/5/2018,0,GASKINS 43,,0,0,132264,0,,,0,,OTHER RPT,,,NO,,
22/5/2018,22.0,23/5/2018,23/5/2018,0,MIDLAND FARMS UNIT,,18,756,132505,0,,,0,,H-8,,,NO,,
