distrito,year_date_of_spill_edit,mes_date_of_spill_edit,dia_date_of_spill_edit,release_prod_wtr,operator_rp,tipo_operacion_rrc,probable_cause,probable_cause_edit,spill_sustancias,release_crude_oil,release_cond,release_gas,recovery_crude_oil,recovery_cond,recovery_prod_wtr,affected_area,grado_sensibilidad_area,sensibilidad_area,cleanup_method,metodos_aplicados
11/11/2021,11.0,11/11/2021,11/11/2021,0,CEDAR LAKE,,1,42,278018,0,,,0,,OTHER RPT,,,NO,,
8/11/2021,8.0,12/11/2021,12/11/2021,,GREEN-GREEN UNIT,,10,420,278129,,,,,,H-8,LAND,NON-SENSITIVE,NO,,
,,,,,,,,,,,,,,,,,,,,
11/11/2021,11.0,15/11/2021,15/11/2021,0,MABEE 23,,5,210,278469,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
13/11/2021,13.0,15/11/2021,15/11/2021,0,MEANS/SAN ANDRES/UNIT,,0,0,278485,0,,,0,,OPERATOR,LAND,SENSITIVE,NO,,
14/11/2021,14.0,15/11/2021,15/11/2021,0,BROUGHTON 36 FEE,,9,378,278493,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
15/11/2021,15.0,15/11/2021,15/11/2021,100,Pioneer Natural Resources (acq. by ExxonMobil 2023),,MECHANICAL FAILURE,MECHANICAL FAILURE,278549,50,0.0,0,45,0,55,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
10/11/2021,10.0,16/11/2021,16/11/2021,203,SABINAL ENERGY OPERATING,,INTERNAL CORROSION,CORROSION,278630,13,,0,13,0,186,1,1,,,
,,,,,,,,,,,,,,,,,,,,
16/11/2021,16.0,17/11/2021,17/11/2021,0,COGDELL CANYON REEF UNIT,,12,504,278857,0,,,0,,,,,NO,,
16/11/2021,16.0,17/11/2021,17/11/2021,0,ECHOLS (SPRABERRY) UNIT,,167,7014,278884,0,,,0,,H-8,,,NO,,
17/11/2021,17.0,19/11/2021,19/11/2021,40,CROWNQUEST OPERATING,,MECHANICAL FAILURE,MECHANICAL FAILURE,279079,35,0.0,0,30,0,40,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
19/11/2021,19.0,19/11/2021,19/11/2021,100,BONER,,EXTERNAL CORROSION,CORROSION,279105,30,0.0,0,0,0,0,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
17/11/2021,17.0,19/11/2021,19/11/2021,0,FARNSWORTH UNIT,,50,2100,279179,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
20/11/2021,20.0,22/11/2021,22/11/2021,0,SOUTHEAST LEVELLAND UNIT,,10,420,279321,0,,,0,,OTHER RPT,,,NO,,
22/11/2021,22.0,23/11/2021,23/11/2021,1260,JOHN J BUSH 218-219 UNIT A,,MECHANICAL FAILURE,50,279474,2100,0.0,0,1890,0,1050,,LAND,NO,,
3/11/2021,3.0,23/11/2021,23/11/2021,0,ATAPCO DEVONIAN UNIT,,70,2940,279507,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
28/11/2021,28.0,29/11/2021,29/11/2021,0,DUGGA BOY 53-40,,7,294,279816,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
5/1/2015,5.0,5/1/2015,5/1/2015,,BRONTE CAMBRIAN UNIT,,10,420,28,,,,,,,1,ON LAND,NO,,
25/11/2022,25.0,30/11/2022,30/11/2022,0,ELKIN 22,,100,4200,280073,0,,,0,,,LAND,NON-SENSITIVE,NO,,
27/11/2021,27.0,30/11/2021,30/11/2021,0,MILLER 36,,3,126,280083,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
28/11/2021,28.0,30/11/2021,30/11/2021,420,CROWNQUEST OPERATING,,OTHER,OTHER,280103,0,0.0,0,0,0,420,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
30/11/2021,30.0,30/11/2021,30/11/2021,3066,Pioneer Natural Resources (acq. by ExxonMobil 2023),,MECHANICAL FAILURE,170,280113,7140,0.0,0,3360,0,420,,LAND,NO,,
1/12/2021,1.0,1/12/2021,1/12/2021,638.4,MARTIN,,MECHANICAL FAILURE,17.2,280231,722.4,0.0,0,0,0,0,,LAND,NO,,
30/11/2021,30.0,2/12/2021,2/12/2021,6,CROSS TIMBERS ENERGY,,OPERATOR-HUMAN ERROR,HUMAN ERROR,280403,1,0.0,0,1,0,6,1,1,,,
2/12/2021,2.0,2/12/2021,2/12/2021,20,LAREDO PETROLEUM,,INTERNAL CORROSION,CORROSION,280413,10,0.0,0,9,0,15,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
2/12/2021,2.0,3/12/2021,3/12/2021,0,POTOMAC 29-2 UNIT,,7.5,315,280536,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
2/12/2021,2.0,3/12/2021,3/12/2021,750,CROWNQUEST OPERATING,,MECHANICAL FAILURE,MECHANICAL FAILURE,280607,0,0.0,0,0,0,450,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
,,,,,,,,,,,,,,,,,,,,
19/11/2021,19.0,7/12/2021,7/12/2021,600,WPX ENERGY PERMIAN,,MECHANICAL FAILURE,MECHANICAL FAILURE,281039,0,0.0,0,0,0,600,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
7/12/2021,7.0,7/12/2021,7/12/2021,0,MONROE 34-195,,82,3444,281080,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
8/12/2021,8.0,8/12/2021,8/12/2021,0,STF089,,25,1050,281148,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
,,,,,,,,,,,,,,,,,,,,
9/12/2021,9.0,9/12/2021,9/12/2021,42000,REILLY,,UNKNOWN,0,281303,0,0.0,0,0,0,0,,PRIVATE POND,YES,,
8/12/2021,8.0,9/12/2021,9/12/2021,0,ALEXANDER - BIVINS PRESSURE LINE,,0,0,281336,0,,,0,,OPERATOR,LAND,SENSITIVE,NO,,
10/12/2021,10.0,13/12/2021,13/12/2021,0,ROBERTSON/CLEARFORK UNIT,,0,0,281639,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
13/12/2022,13.0,13/12/2022,13/12/2022,0,SALT CREEK FIELD UNIT,,0,0,281678,0,,,0,,OTHER RPT,,,NO,,
12/12/2021,12.0,13/12/2021,13/12/2021,0,LOWE 24,,30,1260,281755,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
,,,,,,,,,,,,,,,,,,,,
14/12/2021,14.0,14/12/2021,14/12/2021,42000,REID,,MECHANICAL FAILURE,,281950,,,,,,0,,LAND,NO,,
15/12/2021,15.0,15/12/2021,15/12/2021,,BECKER UNIT,,,,282112,,,,,,H-8,LAND,NON-SENSITIVE,NO,,
16/12/2021,16.0,16/12/2021,16/12/2021,0,JEFFRESS 32 FACILITY,,0,0,282365,15,,,0,,H-8,LAND,NON-SENSITIVE,NO,,
17/12/2021,17.0,20/12/2021,20/12/2021,4200,Pioneer Natural Resources (acq. by ExxonMobil 2023),,OTHER,150,282621,6300,0.0,0,1890,0,3150,,LAND,NO,,
,,,,,,,,,,,,,,,,,,,,
20/12/2021,20.0,21/12/2021,21/12/2021,49,SURGE OPERATING,,MECHANICAL FAILURE,MECHANICAL FAILURE,282851,13,0.0,0,13,0,39,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
1/12/2021,1.0,21/12/2021,21/12/2021,10,SVEN PERMIAN,,MECHANICAL FAILURE,MECHANICAL FAILURE,282888,40,0.0,0,0,0,0,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
16/12/2021,16.0,21/12/2021,21/12/2021,135,WPX ENERGY PERMIAN,,MECHANICAL FAILURE,MECHANICAL FAILURE,282892,10,0.0,0,10,0,135,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
21/12/2021,21.0,20/12/2021,20/12/2021,1440,WPX ENERGY PERMIAN,,MECHANICAL FAILURE,MECHANICAL FAILURE,282912,0,0.0,0,1440,0,0,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
19/12/2021,19.0,21/12/2021,21/12/2021,30,CROWNQUEST OPERATING,,MECHANICAL FAILURE,MECHANICAL FAILURE,282935,15,0.0,0,0,0,0,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
22/12/2021,22.0,22/12/2021,22/12/2021,2772,LLC,,MECHANICAL FAILURE,,283062,,,,,,2646,,LAND,NO,,
22/12/2021,22.0,22/12/2021,22/12/2021,0,DENVER UNIT,,7.5,315,283176,0,,,0,,OTHER RPT,,,NO,,
24/12/2021,24.0,23/12/2021,23/12/2021,4200,HOLT,,MECHANICAL FAILURE,24,283239,1008,0.0,0,840,0,0,,LAND,NO,,
23/12/2021,23.0,28/12/2021,28/12/2021,0,EAST COWDEN (GRAYBURG) UNIT,,40,1680,283255,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
,,,,,,,,,,,,,,,,,,,,
26/12/2021,26.0,27/12/2021,27/12/2021,630,Pioneer Natural Resources (acq. by ExxonMobil 2023),,MECHANICAL FAILURE,5,283361,210,0.0,0,0,0,0,,LAND,NO,,
24/12/2021,24.0,28/12/2021,28/12/2021,0,,,10,420,283388,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
2/1/2022,2.0,2/1/2022,2/1/2022,,,,,,283746,,,,,,OPERATOR,LAND,NON-SENSITIVE,NO,,
2/1/2022,2.0,3/1/2022,3/1/2022,1428,OVERFLOW ENERGY LLC,,WEATHER,1,283761,42,0.0,0,0,0,0,,LAND,NO,,
3/1/2022,3.0,3/1/2022,3/1/2022,0,PATRIOT SWD,,0,0,283781,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
3/1/2022,3.0,3/1/2022,3/1/2022,0,ROBERTSON (SAN ANDRES) UNIT,,0,0,284000,0,,,0,,OTHER RPT,,,NO,,
29/12/2021,29.0,4/1/2021,4/1/2021,0,MABEE 13-24SL UNIT2,,10,420,284043,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
,,,,,,,,,,,,,,,,,,,,
1/1/2022,1.0,4/1/2022,4/1/2022,31,RING ENERGY,,MECHANICAL FAILURE,MECHANICAL FAILURE,284158,6,0.0,0,5,0,0,1,1,,,
1/1/2022,1.0,4/1/2022,4/1/2022,36,RING ENERGY,,MECHANICAL FAILURE,MECHANICAL FAILURE,284161,15,0.0,0,15,0,0,1,1,,,
18/12/2021,18.0,18/12/2021,18/12/2021,3000,EOG RESOURCES,,MECHANICAL FAILURE,MECHANICAL FAILURE,284240,0,0.0,0,0,0,1156,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
5/1/2022,5.0,5/1/2022,5/1/2022,0,MERCHANT,,125,5250,284375,0,,,0,,H-8,LAND,NON-SENSITIVE,NO,,
5/1/2022,5.0,6/1/2022,6/1/2022,2100,Occidental Petroleum,,CORROSION,6.5,284406,273,0.0,0,126,0,1974,,LAND,NO,,
,,,,,,,,,,,,,,,,,,,,
6/1/2022,6.0,7/1/2022,7/1/2022,48762,LLC,,OTHER,0,284542,0,0.0,0,0,0,48762,,LAND,NO,,
6/1/2022,6.0,7/1/2022,7/1/2022,0,CALYPSO 29-16-9 E,,152,6384,284556,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
5/1/2022,5.0,7/1/2022,7/1/2022,0,BEAVER 57-1-16 UNIT,,0,0,284588,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
,,,,,,,,,,,,,,,,,,,,
7/1/2022,7.0,7/1/2022,7/1/2022,630,CENTENNIAL RESOURCE PRODUCTION/DEVELOPMENT,,WEATHER,6,284665,252,0.0,0,126,0,504,,LAND,NO,,
4/1/2022,4.0,11/1/2022,11/1/2022,400,WPX ENERGY PERMIAN,,INTERNAL CORROSION,CORROSION,285042,51,0.0,0,40,0,300,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
13/1/2022,13.0,12/1/2022,12/1/2022,0,VINCENT BOOSTER LINE,,3,126,285281,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
15/1/2022,15.0,18/1/2022,18/1/2022,0,WEYMAN A,,10,420,285736,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
16/1/2022,16.0,18/1/2022,18/1/2022,6,LAREDO PETROLEUM,,EXTERNAL CORROSION,CORROSION,285758,6,0.0,0,5,0,5,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
14/1/2022,14.0,17/1/2022,17/1/2022,0,ANGIE,,0,0,285785,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
,,,,,,,,,,,,,,,,,,,,
18/1/2022,18.0,18/1/2022,18/1/2022,,COCKBURN HC,,,,286013,,,,,,,LAND,NON-SENSITIVE,NO,,
,,,,,,,,,,,,,,,,,,,,
18/1/2022,18.0,19/1/2022,19/1/2022,0,RUDD DRAW C,,29,1218,286166,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
17/1/2022,17.0,19/1/2022,19/1/2022,210,LLC,,HUMAN ERROR,5,286171,210,5.0,0,0,0,0,,LAND,NO,,
12/1/2022,12.0,20/1/2022,20/1/2022,0,UNIVERSITY BLOCK 9,,5.21,218.82,286301,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
20/1/2022,20.0,21/1/2022,21/1/2022,40,CHESAPEAKE OPERATING,,OPERATOR/HUMAN ERROR,HUMAN ERROR,286432,,,,,,39,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
21/1/2022,21.0,21/1/2022,21/1/2022,0,EAST COWDEN (GRAYBURG) UNIT,,40,1680,286457,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
21/1/2022,21.0,21/1/2022,21/1/2022,0,DENVER UNIT,,0,0,286663,0,,,0,,OTHER RPT,,,NO,,
22/1/2022,22.0,24/1/2022,24/1/2022,0,COGDELL CANYON REEF UNIT,,0,0,286717,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
25/1/2022,25.0,25/1/2022,25/1/2022,0,BLACK MAMBA 1-57,,150,6300,287167,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
25/1/2022,25.0,25/1/2022,25/1/2022,3360,FLOWER,,WEATHER,0,287206,0,0.0,0,0,0,3360,,LAND,NO,,
25/1/2022,25.0,26/1/2022,26/1/2022,30,BLACKBEARD OPERATING,,THEFT/VANDALISM,THEFT / VANDALISM,287263,0,60.0,0,0,0,0,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
25/1/2022,25.0,26/1/2022,26/1/2022,17,BALLARD EXPLORATION COMPANY,,OTHER,OTHER,287278,17,,,2.4,,14.2,INLAND BAY ESTUARY,,,,
3/1/2022,3.0,26/1/2022,26/1/2022,3400,CONTINENTAL RESOURCES,,MECHANICAL FAILURE,MECHANICAL FAILURE,287377,0,0.0,0,0,0,2600,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
26/1/2022,26.0,27/1/2022,27/1/2022,,BIG MINERAL CREEK (UV SAND) UNIT,,0.5,21,287413,,,,,,OPERATOR,LAND,SENSITIVE,NO,,
27/1/2022,27.0,27/1/2022,27/1/2022,0,FARNWORTH UNIT,,40,1680,287561,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
25/1/2022,25.0,25/1/2022,25/1/2022,17,EOG RESOURCES,,WEATHER,WEATHER,287652,197,,,145,,,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
28/1/2022,28.0,1/2/2022,1/2/2022,12600,Pioneer Natural Resources (acq. by ExxonMobil 2023),,MECHANICAL FAILURE,30,288055,1260,0.0,0,1260,0,12600,,LAND,NO,,
30/1/2022,30.0,1/2/2022,1/2/2022,420,Pioneer Natural Resources (acq. by ExxonMobil 2023),,HUMAN ERROR,23,288059,966,0.0,0,840,0,294,,LAND,NO,,
28/1/2022,28.0,3/2/2022,3/2/2022,34,LAREDO PETROLEUM,,INTERNAL CORROSION,CORROSION,288290,18,0.0,0,1,0,1,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
4/2/2022,4.0,4/2/2022,4/2/2022,0,SEMINOLE SAN ANDRES UNIT,,7,294,288374,0,,,0,,OTHER RPT,,,NO,,
4/2/2022,4.0,7/2/2022,7/2/2022,420,Pioneer Natural Resources (acq. by ExxonMobil 2023),,WEATHER,5,288473,210,0.0,0,0,0,0,,,NO,,
6/2/2022,6.0,7/2/2022,7/2/2022,1470,NORTHRUP,,CORROSION,15,288567,630,0.0,0,504,0,1260,1,,NO,,
8/2/2022,8.0,8/2/2022,8/2/2022,,LCRA / COA UNIT 6,,,,288771,,,,,,H-8,LAND,NON-SENSITIVE,NO,,
8/2/2022,8.0,7/2/2022,7/2/2022,,FITCH UNIT,,47,1974,288796,,,,,,H-8,LAND,NON-SENSITIVE,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
10/2/2022,10.0,11/2/2022,11/2/2022,0,EUBANKS (CLEARFORK) UNIT,,30,1260,289212,0,,,0,,OTHER RPT,,,NO,,
12/2/2022,12.0,14/2/2022,14/2/2022,0,87 AIRSTRIP SWD,,0,0,289337,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
13/2/2022,13.0,14/2/2022,14/2/2022,0,UL LEAFCUTTER C,,10,420,289356,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
15/2/2022,15.0,15/2/2022,15/2/2022,330,HEXP OPERATING,,MECHANICAL FAILURE,MECHANICAL FAILURE,289597,30,0.0,0,25,0,245,1,1,,,
14/2/2022,14.0,15/2/2022,15/2/2022,187,CHESAPEAKE OPERATING,,INTERNAL CORROSION,CORROSION,289637,,,,,,65,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
9/2/2022,9.0,15/2/2022,15/2/2022,0,NORTH CENTRAL LEVELLAND UNIT,,7,294,289730,0,,,0,,OTHER RPT,,,NO,,
9/2/2022,9.0,15/2/2022,15/2/2022,0,XIT UNIT,,6,252,289732,0,,,0,,OTHER RPT,,,NO,,
1/2/2022,1.0,16/2/2022,16/2/2022,600,WPX ENERGY PERMIAN,,MECHANICAL FAILURE,MECHANICAL FAILURE,289837,0,0.0,0,0,0,600,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
5/2/2022,5.0,5/2/2022,5/2/2022,490,CENTENNIAL RESOURCE PRODUCTION/DEVELOPMENT,,WEATHER,WEATHER,289839,5,0.0,0,3,0,480,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
13/2/2022,13.0,16/2/2022,16/2/2022,0,OWENS -A-,,20,840,289874,0,,,0,,H-8,LAND,NON-SENSITIVE,NO,,
16/2/2022,16.0,16/2/2022,16/2/2022,0,UNIVERSITY 9,,0,0,289895,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
18/2/2022,18.0,18/2/2022,18/2/2022,25,MD AMERICA ENERGY,,MECHANICAL FAILURE,MECHANICAL FAILURE,290102,35,,,8,,,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
18/2/2022,18.0,18/2/2022,18/2/2022,0,CLUCK A,,0,0,290192,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
24/2/2022,24.0,24/2/2022,24/2/2022,,HORNE UNIT,,,,290788,,,,,,H-8,LAND,NON-SENSITIVE,NO,,
,,,,,,,,,,,,,,,,,,,,
1/3/2022,1.0,1/3/2022,1/3/2022,210,RIO PETROLEUM INC,,THIRD PARTY,0,291301,0,0.0,0,0,0,168,,LAND,NO,,
1/3/2022,1.0,2/3/2022,2/3/2022,0,POTOMAC 29-2 UNIT,,16,672,291535,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
,,,,,,,,,,,,,,,,,,,,
3/3/2022,3.0,3/3/2022,3/3/2022,0,SALISBURY 71,,30,1260,291673,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
3/3/2022,3.0,4/3/2022,4/3/2022,0,HUFF,,0,0,291713,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
26/2/2022,26.0,4/3/2022,4/3/2022,350,PARSLEY ENERGY OPERATIONS,,MECHANICAL FAILURE,MECHANICAL FAILURE,291714,50,0.0,0,35,0,350,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
,,,,,,,,,,,,,,,,,,,,
4/3/2022,4.0,4/3/2022,4/3/2022,0,MINNOW BUCKET SWD,,0,0,291832,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
6/3/2022,6.0,7/3/2022,7/3/2022,5670,Pioneer Natural Resources (acq. by ExxonMobil 2023),,MECHANICAL FAILURE,1,291898,42,0.0,0,21,0,5040,,LAND,NO,,
3/3/2022,3.0,7/3/2022,7/3/2022,0,BRYANT G (DEVONIAN) UNIT,,6,252,291945,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
5/3/2022,5.0,5/3/2022,5/3/2022,10,ENCRESCENT,,OPERATOR/HUMAN ERROR,HUMAN ERROR,292053,0,10.0,0,0,0,0,PRIVATE POND,,,,
5/2/2022,5.0,8/3/2022,8/3/2022,33600,Pioneer Natural Resources (acq. by ExxonMobil 2023),,UNKNOWN,0,292193,0,0.0,0,0,0,0,,LAND,NO,,
26/2/2022,26.0,8/3/2022,8/3/2022,2604,Pioneer Natural Resources (acq. by ExxonMobil 2023),,MECHANICAL FAILURE,0,292228,0,0.0,0,0,0,0,,LAND,NO,,
9/3/2022,9.0,10/3/2022,10/3/2022,0,GUTHRIE WEST WALDRON UNIT,,25,1050,292510,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
10/3/2022,10.0,11/3/2022,11/3/2022,200,LAREDO PETROLEUM,,OPERATOR/HUMAN ERROR,HUMAN ERROR,292630,0,0.0,0,0,0,0,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
10/3/2022,10.0,14/3/2022,14/3/2022,520,CROWNQUEST OPERATING,,INTERNAL CORROSION,CORROSION,292735,0,0.0,0,0,0,200,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
11/3/2022,11.0,14/3/2022,14/3/2022,35448,GOLEN CORDOR SWD,,CORROSION,0,292876,0,0.0,0,0,0,336,,LAND,NO,,
14/3/2022,14.0,15/3/2022,15/3/2022,0,SALT CREEK FIELD UNIT,,0,0,293025,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
16/3/2022,16.0,17/3/2022,17/3/2022,12306,Pioneer Natural Resources (acq. by ExxonMobil 2023),,CORROSION,0,293384,0,0.0,0,0,0,10500,,LAND,NO,,
22/3/2022,22.0,22/3/2022,22/3/2022,0,LEVELLAND UNIT,,0.05,2.1,293973,0,,,0,,OTHER RPT,,,NO,,
22/3/2022,22.0,22/3/2022,22/3/2022,4242,Pioneer Natural Resources (acq. by ExxonMobil 2023),,MECHANICAL FAILURE,38,294035,1596,0.0,0,966,0,2520,,LAND,NO,,
23/3/2022,23.0,23/3/2022,23/3/2022,70,HAWKWOOD ENERGY OPERATING,,MECHANICAL FAILURE,MECHANICAL FAILURE,294064,10,,,9,,69,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
,,,,,,,,,,,,,,,,,,,,
19/3/2022,19.0,23/3/2022,23/3/2022,0,SCOTT SUGG 5554,,15,630,294123,0,,,0,,H-8,LAND,NON-SENSITIVE,NO,,
25/3/2022,25.0,25/3/2022,25/3/2022,0,CROSS '36A',,11,462,294511,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
,,,,,,,,,,,,,,,,,,,,
28/3/2022,28.0,28/3/2022,28/3/2022,,PIETSCH-MITSCHKE UNIT,,15,630,294817,,,,,,H-8,LAND,NON-SENSITIVE,NO,,
27/3/2022,27.0,28/3/2022,28/3/2022,20370,Pioneer Natural Resources (acq. by ExxonMobil 2023),,MECHANICAL FAILURE,0,294824,0,0.0,0,0,0,2100,,LAND,NO,,
28/3/2022,28.0,28/3/2022,28/3/2022,1470,INC.,,MECHANICAL FAILURE,,294835,,,,,,1470,,LAND,NO,,
28/3/2022,28.0,26/3/2022,26/3/2022,0,WORSHAM -42-,,70,2940,294858,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
29/3/2022,29.0,28/3/2022,28/3/2022,1470,LIME ROCK RESOURCES,,MECHANICAL FAILURE,20,294896,840,0.0,0,840,0,1470,,LAND,NO,,
24/3/2022,24.0,28/3/2022,28/3/2022,0,WAKEFIELD,,10,420,294898,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
28/3/2022,28.0,29/3/2022,29/3/2022,0,MIDLAND -AA- FEE,,15,630,294989,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
30/3/2022,30.0,31/3/2022,31/3/2022,285600,Pioneer Natural Resources (acq. by ExxonMobil 2023),,CORROSION,0,295232,0,0.0,0,0,0,252000,,LAND,NO,,
30/3/2022,30.0,31/3/2022,31/3/2022,0,,,0,0,295399,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
14/1/2022,14.0,14/1/2022,14/1/2022,,WEBER-BAYLOR,,,,295481,,,,,,OPERATOR,WET/FLOWING WATERWAY,,YES,,
3/3/2022,3.0,28/3/2022,28/3/2022,,HUTCHESON,,,,295508,,,,,,,LAND,NON-SENSITIVE,NO,,
4/4/2022,4.0,4/4/2022,4/4/2022,258.55200000000002,MCELROY,,MECHANICAL FAILURE,MECHANICAL FAILURE,295867,0,0.0,0,0,0,230,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
1/4/2022,1.0,4/4/2022,4/4/2022,0,HOOVER SWD,,0,0,295879,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
6/4/2022,6.0,6/4/2022,6/4/2022,90,BLACKBEARD OPERATING,,OTHER,OTHER,296134,60,0.0,0,45,0,65,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
6/4/2022,6.0,6/4/2022,6/4/2022,12600,ALLEN,,CORROSION,25,296171,1050,0.0,0,,0,,,WET/FLOWING WATERWAY,YES,,
,,,,,,,,,,,,,,,,,,,,
6/4/2022,6.0,6/4/2022,6/4/2022,0,H.O.F.A,,0,0,296184,0,,,0,,H-8,LAND,,NO,,
2/3/2022,2.0,7/4/2022,7/4/2022,25,HIBERNIA RESOURCES III,,INTERNAL CORROSION,CORROSION,296311,8,0.0,0,6,0,2,LAND--NON-SENSITIVE AREA,,,,
8/4/2022,8.0,11/4/2022,11/4/2022,0,UNIVERSITY EAST,,24,1008,296524,0,,,0,,H-8,LAND,,NO,,
9/4/2022,9.0,9/4/2022,9/4/2022,730,WPX ENERGY PERMIAN,,MECHANICAL FAILURE,MECHANICAL FAILURE,296556,0,0.0,0,0,0,720,LAND--NON-SENSITIVE AREA,,,,
9/4/2022,9.0,11/4/2022,11/4/2022,0,LUDEMAN G,,30,1260,296565,0,,,0,,OPERATOR,LAND,,NO,,
10/4/2022,10.0,10/4/2022,10/4/2022,15,WPX ENERGY PERMIAN,,MECHANICAL FAILURE,MECHANICAL FAILURE,296566,15,0.0,0,0,0,0,LAND--NON-SENSITIVE AREA,,,,
13/4/2022,13.0,12/4/2022,12/4/2022,63000,Pioneer Natural Resources (acq. by ExxonMobil 2023),,MECHANICAL FAILURE,286,297097,12012,0.0,0,11172,0,62916,,LAND,NO,,
18/4/2022,18.0,19/4/2022,19/4/2022,,BELCHER WTB,,2,84,297701,,,,,,H-8,LAND,,NO,,
16/4/2022,16.0,19/4/2022,19/4/2022,0,WOULD HAVE EAST SIDE UNIT,,5,210,297712,0,,,0,,OPERATOR,LAND,,NO,,
